latitude,longitude,label
24.19467451,91.82931979,1
26.457682948299322,96.24714410685509,0
28.569457323940494,95.90066231835519,0
22.1909,92.2135,1
27.91057723448362,90.95025134062148,0
27.44,92.2833,1
29.382470750237808,91.47603925407608,0
25.2361973442934,91.90871264329323,0
21.61318693804851,89.54058297374841,0
22.47727775269811,89.64114305296246,0
26.3185,94.5247,1
22.7176,92.8416,1
28.321759136386284,92.67764871431928,0
27.05909317,93.54235868,1
26.9865,87.8982,1
25.51826286,91.9630294,1
22.256047580120754,88.43934498651326,0
25.70223725,94.04619681,1
25.6237,94.1136,1
24.5784,91.7227,1
25.31006064,94.48265093,1
23.902578145690114,94.78161635123531,0
23.73354779,92.74744512,1
23.555760676506097,95.85558440980375,0
26.1807,94.5497,1
22.84756674,91.95656252,1
29.12744270776085,96.07844512052031,0
27.1071241,93.65156438,1
24.97812200535284,88.88205608388,0
25.579616498583775,88.90605840643396,0
24.901169551541873,88.83389677666632,0
24.164548979945057,91.0932788271401,0
27.0257,88.4301,1
25.48,94.1383,1
24.5308,92.5121,1
22.62605612004706,97.14006494082811,0
24.94840945925102,88.74022889801958,0
25.11531090960546,90.81095615088121,0
27.087839702495046,97.18665612461962,0
24.6005,92.3814,1
26.641997184074686,88.06288984950103,0
24.4265,94.1913,1
22.05979048901048,91.33294827627826,0
23.9278,94.0906,1
27.4888,93.0153,1
29.100316867545246,93.57588748915337,0
25.576210349411717,97.47611478300257,0
25.2269,93.1658,1
22.65620215,93.61589869,1
27.5799,91.8569,1
27.348209714440976,92.02507258213777,0
27.0736,88.4779,1
25.5498,92.0757,1
24.896,91.9022,1
23.305497096520277,95.47018604948117,0
22.6368,92.1453,1
25.1718,93.123,1
26.549288134837123,88.46368124766104,0
23.765971760643595,91.97016224395954,0
27.0524,90.4997,1
24.1419,94.1078,1
27.201,88.4883,1
24.808,93.117,1
26.350541209943703,95.21510141966408,0
27.668782509847908,95.86404704988452,0
26.88405686,88.28087032,1
25.3179,94.0462,1
26.1665,91.7049,1
26.222,94.9152,1
23.469722782309,96.43578694705555,0
24.11476643905047,89.85310475685137,0
25.6269,94.1139,1
26.7103,94.693,1
24.95178179,94.20340026,1
27.128319400698967,95.88732606000613,0
26.206469747657867,91.07942995283031,0
26.976914007918996,93.20241251461407,0
26.8712,88.3052,1
27.05880384,93.54136779,1
21.9634013319535,90.78288701640581,0
24.394234873213403,89.61955065152691,0
27.086000232977376,92.04972612220207,0
25.9509658849228,95.67416206719071,0
26.60129149420925,90.19822545384369,0
27.267427013365673,94.37431524864658,0
26.015135864198193,91.62199648649514,0
26.136590442947224,92.07598494457928,0
23.542613665273233,90.26358019231135,0
21.705427403979726,88.84855787167878,0
23.20191044537605,93.40580962838159,0
26.1407,91.7645,1
26.8836,88.2791,1
26.1548,91.7351,1
25.6278,94.1051,1
24.181506043278407,93.93952630092822,0
26.7215,95.0283,1
28.8861247942081,90.22312254445637,0
26.32980825093513,96.02069535357036,0
27.83104509985741,94.10461863765356,0
23.888446798174137,90.54353813784341,0
25.6157,96.3167,1
28.064395785484628,92.72505545535367,0
22.97758595,91.80439129,1
28.051588812198816,94.85557732503688,0
27.624756608944555,96.11030071334817,0
28.10756941,94.18315697,1
26.0214,94.5224,1
22.722714148397078,93.70701105095027,0
24.042,92.6724,1
26.9599,88.268,1
27.550150643300455,88.19024722950277,0
27.0165,88.2476,1
23.682330396730855,95.2022332538294,0
28.742691928634585,92.53875896584896,0
25.789725859829776,97.31715196582313,0
26.1226,91.7162,1
25.7354,90.3852,1
26.14547804,91.79364785,1
25.5144,90.2167,1
27.514915939315216,90.86691880383698,0
22.943328575686834,90.39424293399487,0
25.5265,93.8673,1
27.82743132,93.62407259,1
24.7016,93.5291,1
25.7428,93.9136,1
22.719058766278323,87.99768616800722,0
21.670859637890963,93.59231580733959,0
25.38792370653291,88.63083848505842,0
27.10647226,93.65975252,1
26.1475,91.7356,1
26.181606,91.772042,1
26.11613908,94.24222574,1
24.8286,93.5935,1
27.0998,93.6287,1
25.77171292,93.93507183,1
22.3555,91.8205,1
26.33863861624179,90.44177765945372,0
27.255439993158763,93.02298437180008,0
26.37704729796104,93.82396501439985,0
26.53812304590171,91.82007780667787,0
27.0844941,93.60505989,1
27.61790706,93.84196894,1
26.0093,94.5238,1
26.578277755632694,93.47769736519518,0
22.83048888483131,96.03234862381876,0
25.178619,92.012806,1
23.44855117731219,95.43190752740978,0
26.88,88.28,1
27.07671517,93.59755441,1
23.73504471,92.71060943,1
25.6623,94.1072,1
27.89088095606079,90.57608326915418,0
25.047064688485612,91.39414059972403,0
26.985442123850284,88.76373985867946,0
25.118398,92.853913,1
23.713441791778013,91.90868499386815,0
27.74986439688716,94.10639770452379,0
23.899976638390097,94.31539516271172,0
26.1833,91.8,1
22.423429363352817,89.10262380961566,0
25.8266,94.1497,1
22.72111139814979,91.4307199273247,0
25.1796,93.0083,1
27.155646639032266,90.04531947519345,0
24.4638,92.4943,1
28.381124775190575,97.1750520317887,0
26.19037705,91.77306002,1
24.767143268953735,90.80006122342394,0
24.904030501641717,92.94994273211395,0
28.893234067085274,92.15438099285211,0
22.734889750172393,94.15137886634902,0
25.6127,96.2961,1
21.846920295193375,96.97053173681003,0
23.255373076971487,89.93922533494104,0
23.911354896147493,87.87456473322887,0
26.822724160023323,91.22990137244754,0
26.535565655615986,88.5185970514797,0
25.4379,94.1162,1
25.06657276,93.9310888,1
23.815103708816856,90.01061327382,0
25.61560252,94.11603493,1
26.7225,95.0281,1
23.44653179858187,95.99149829020256,0
24.9786,93.5027,1
22.3913,91.8177,1
24.3481,94.1146,1
25.5728,91.885,1
24.6869,93.9157,1
24.770155177978562,90.54406771255985,0
22.917169031577835,94.15843740203177,0
29.163728338236318,89.50610081255336,0
26.4205,94.9731,1
27.144289402312644,89.1462891106364,0
27.02856666,89.57220662,1
23.623730900183748,97.13658286288708,0
27.0638,88.4659,1
26.611595958928042,90.69491447705174,0
25.4191,94.1079,1
23.7527,92.694,1
23.74182634,92.7141905,1
24.837,93.9128,1
24.54165956572189,89.50423957819567,0
